ID	PTU	mobility	oriT Family	oriT	oriT_start	oriT_end	oriT_strand	MOB	MOB_start	MOB_end	MOB_strand	Leading Region
NZ_CP045022.1	PTU-N1	oriT-Mobilizable	R46	R46	38464	39090	1	NA	NA	NA	NA	From  39090  in downstream direction.
NZ_CP046118.1	PTU-N1	Conjugative	R46	R46	49255	49881	1	MOBF	44162	47398	-1	From 49881 in downstream direction.
NZ_CP050859.2	PTU-N1	Conjugative	R46	R46	46534	47160	1	MOBF	41441	44677	-1	From 47160 in downstream direction.
NZ_LR536428.1	PTU-N1	Conjugative	R46	R46	26831	27457	1	MOBF	21732	24974	-1	From 27457 in downstream direction.
NZ_LS992177.1	PTU-N1	Conjugative	R46	R46	26842	26216	-1	MOBF	28699	31941	1	From 26216 in upstream direction.
NZ_LT968701.1	PTU-N1	Conjugative	R46	R46	20986	21613	1	MOBF	15887	19129	-1	From 21613 in downstream direction.
NZ_LT985242.1	PTU-N1	Conjugative	R46	R46	14610	13963	-1	MOBF	16467	19703	1	From 13963 in upstream direction.
NZ_LT985245.1	PTU-N1	Conjugative	R46	R46	12473	11826	-1	MOBF	14330	17566	1	From 11826 in upstream direction.
NZ_LT985251.1	PTU-N1	Conjugative	R46	R46	12532	11885	-1	MOBF	14389	17625	1	From 11885 in upstream direction.
NZ_LT985259.1	PTU-N1	Conjugative	R46	R46	12534	11887	-1	MOBF	14391	17627	1	From 11887 in upstream direction.
NZ_LT985266.1	PTU-N1	Conjugative	R46	R46	43149	42523	-1	MOBF	45006	48242	1	From 42523 in upstream direction.
NC_010378.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	30776	30794	1	MOBP1	28982	30148	-1	From 30794 in downstream direction.
NC_010421.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	23874	23892	1	MOBP1	22080	23246	-1	From 23892 in downstream direction.
NC_010860.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	3492	3474	-1	MOBP1	4120	5286	1	From 3474 in upstream direction.
NC_011739.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	27906	27924	1	MOBP1	26122	27288	-1	From 27924 in downstream direction.
NC_013503.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	38362	38380	1	MOBP1	36568	37734	-1	From 38380 in downstream direction.
NC_016036.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	11246	11228	-1	MOBP1	11874	13040	1	From 11228 in upstream direction.
NC_017624.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19904	19922	1	MOBP1	18110	19276	-1	From 19922 in downstream direction.
NC_019013.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	46290	46308	1	MOBP1	44496	45662	-1	From 46308 in downstream direction.
NC_019046.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	27576	27594	1	MOBP1	25782	26948	-1	From 27594 in downstream direction.
NC_019067.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	1830	1848	1	MOBP1	36	1202	-1	From 1848 in downstream direction.
NC_019088.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	42691	42709	1	MOBP1	40897	42063	-1	From 42709 in downstream direction.
NC_019096.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	1832	1850	1	MOBP1	38	1204	-1	From 1850 in downstream direction.
NC_019138.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	33584	33602	1	MOBP1	31790	32956	-1	From 33602 in downstream direction.
NC_019256.1	PTU-X1	decay Conjugative	R6K	"pMAS2027;R6K"	5930	5912	-1	MOBP1	6558	7724	1	From 5912 in upstream direction.
NC_021842.2	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	5725	5707	-1	MOBP1	36135	37301	-1	From 5725 in downstream direction.
NC_024961.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	39924	39942	1	MOBP1	38130	39296	-1	From 39942 in downstream direction.
NZ_AP019764.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	42412	42430	1	MOBP1	40618	41784	-1	From 42430 in downstream direction.
NZ_CP005994.1	PTU-X1	decay Conjugative	R6K	"pMAS2027;R6K"	33846	33828	-1	MOBP1	34474	35640	1	From 33828 in upstream direction.
NZ_CP009103.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	15884	15902	1	MOBP1	14090	15256	-1	From 15902 in downstream direction.
NZ_CP010127.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	37063	37045	-1	MOBP1	37681	38847	1	From 37045 in upstream direction.
NZ_CP011431.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	38950	38968	1	MOBP1	37156	38322	-1	From 38968 in downstream direction.
NZ_CP012922.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP012926.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	33584	33602	1	MOBP1	31790	32956	-1	From 33602 in downstream direction.
NZ_CP014974.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	32462	32480	1	MOBP1	30668	31834	-1	From 32480 in downstream direction.
NZ_CP016506.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016509.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016515.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016518.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016524.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016529.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016531.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016562.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016564.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016567.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016571.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016575.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	4114	4096	-1	MOBP1	4742	5908	1	From 4096 in upstream direction.
NZ_CP016578.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19919	19937	1	MOBP1	18125	19291	-1	From 19937 in downstream direction.
NZ_CP016580.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19918	19936	1	MOBP1	18124	19290	-1	From 19936 in downstream direction.
NZ_CP016587.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	19918	19936	1	MOBP1	18124	19290	-1	From 19936 in downstream direction.
NZ_CP017222.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	52188	52170	-1	MOBP1	52816	53982	1	From 52170 in upstream direction.
NZ_CP018662.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	38205	38223	1	MOBP1	36411	37577	-1	From 38223 in downstream direction.
NZ_CP020088.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	17592	17574	-1	MOBP1	18220	19386	1	From 17574 in upstream direction.
NZ_CP020341.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	12476	12494	1	MOBP1	10682	11848	-1	From 12494 in downstream direction.
NZ_CP020836.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	24229	24211	-1	MOBP1	24857	26023	1	From 24211 in upstream direction.
NZ_CP022061.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	5529	5511	-1	MOBP1	6157	7323	1	From 5511 in upstream direction.
NZ_CP022281.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	45891	45909	1	MOBP1	44097	45263	-1	From 45909 in downstream direction.
NZ_CP022964.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	34084	34066	-1	MOBP1	34712	35878	1	From 34066 in upstream direction.
NZ_CP023360.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	48937	48955	1	MOBP1	47143	48309	-1	From 48955 in downstream direction.
NZ_CP023379.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	25924	25942	1	MOBP1	24130	25296	-1	From 25942 in downstream direction.
NZ_CP023476.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	29686	29704	1	MOBP1	27892	29058	-1	From 29704 in downstream direction.
NZ_CP024261.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	32752	32734	-1	MOBP1	33380	34546	1	From 32734 in upstream direction.
NZ_CP024290.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	28832	28850	1	MOBP1	27038	28204	-1	From 28850 in downstream direction.
NZ_CP024467.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	21452	21434	-1	MOBP1	22080	23246	1	From 21434 in upstream direction.
NZ_CP024664.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	33557	33539	-1	MOBP1	34185	35351	1	From 33539 in upstream direction.
NZ_CP025558.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	15758	15740	-1	MOBP1	16386	17552	1	From 15740 in upstream direction.
NZ_CP025864.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	23303	23285	-1	MOBP1	23931	25097	1	From 23285 in upstream direction.
NZ_CP026773.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	17691	17709	1	MOBP1	15897	17063	-1	From 17709 in downstream direction.
NZ_CP027574.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	33621	33603	-1	MOBP1	34250	35416	1	From 33603 in upstream direction.
NZ_CP028313.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	1778	1760	-1	MOBP1	2406	3572	1	From 1760 in upstream direction.
NZ_CP029061.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	14605	14587	-1	MOBP1	15233	16399	1	From 14587 in upstream direction.
NZ_CP029854.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	23262	23280	1	MOBP1	21468	22634	-1	From 23280 in downstream direction.
NZ_CP030195.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	34502	34520	1	MOBP1	32708	33874	-1	From 34520 in downstream direction.
NZ_CP031110.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	25399	25381	-1	MOBP1	26027	27193	1	From 25381 in upstream direction.
NZ_CP031234.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	7833	7851	1	MOBP1	6039	7205	-1	From 7851 in downstream direction.
NZ_CP031361.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	30851	30833	-1	MOBP1	31479	32645	1	From 30833 in upstream direction.
NZ_CP032389.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	13709	13691	-1	MOBP1	14337	15518	1	From 13691 in upstream direction.
NZ_CP032994.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	6263	6281	1	MOBP1	5006	5635	-1	From 6281 in downstream direction.
NZ_CP034075.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	38719	38737	1	MOBP1	36925	38091	-1	From 38737 in downstream direction.
NZ_CP037880.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	36836	36854	1	MOBP1	35042	36208	-1	From 36854 in downstream direction.
NZ_CP039600.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	29084	29102	1	MOBP1	27290	28456	-1	From 29102 in downstream direction.
NZ_CP041553.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	4420	4438	1	MOBP1	2636	3802	-1	From 4438 in downstream direction.
NZ_CP043216.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	36011	35993	-1	MOBP1	36639	37697	1	From 35993 in upstream direction.
NZ_CP044182.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	21759	21777	1	MOBP1	19965	21131	-1	From 21777 in downstream direction.
NZ_CP047580.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	42464	42482	1	MOBP1	40670	41836	-1	From 42482 in downstream direction.
NZ_CP048363.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	1787	1769	-1	MOBP1	2405	3571	1	From 1769 in upstream direction.
NZ_LR536427.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	22404	22422	1	MOBP1	20610	21776	-1	From 22422 in downstream direction.
NZ_LT985261.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	38800	38818	1	MOBP1	37006	38172	-1	From 38818 in downstream direction.
NZ_LT985262.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	22433	22451	1	MOBP1	20639	21805	-1	From 22451 in downstream direction.
NZ_LT985315.1	PTU-X1	Conjugative	R6K	"pMAS2027;R6K"	42801	42819	1	MOBP1	41007	42173	-1	From 42819 in downstream direction.
NC_019083.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	30106	30124	1	MOBP1	28321	29478	-1	From 30124 in downstream direction.
NC_019157.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	10910	10892	-1	MOBP1	11538	12698	1	From 10892 in upstream direction.
NC_019161.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	37978	37996	1	MOBP1	36190	37350	-1	From 37996 in downstream direction.
NC_019162.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	49566	49584	1	MOBP1	47778	48938	-1	From 49584 in downstream direction.
NC_019384.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	22648	22630	-1	MOBP1	23276	24436	1	From 22630 in upstream direction.
NC_020552.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	49569	49587	1	MOBP1	47781	48941	-1	From 49587 in downstream direction.
NC_020811.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	49566	49584	1	MOBP1	47778	48938	-1	From 49584 in downstream direction.
NC_023914.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	49566	49584	1	MOBP1	47778	48938	-1	From 49584 in downstream direction.
NC_025130.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	12227	12209	-1	MOBP1	12855	14015	1	From 12209 in upstream direction.
NZ_AP018141.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	4611	4593	-1	MOBP1	5239	6399	1	From 4593 in upstream direction.
NZ_AP018142.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	4611	4593	-1	MOBP1	5239	6399	1	From 4593 in upstream direction.
NZ_AP018146.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	4611	4593	-1	MOBP1	5239	6399	1	From 4593 in upstream direction.
NZ_AP018831.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	24643	24661	1	MOBP1	22855	24015	-1	From 24661 in downstream direction.
NZ_AP018836.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	24643	24661	1	MOBP1	22855	24015	-1	From 24661 in downstream direction.
NZ_AP018837.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	24643	24661	1	MOBP1	22855	24015	-1	From 24661 in downstream direction.
NZ_AP018838.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	24643	24661	1	MOBP1	22855	24015	-1	From 24661 in downstream direction.
NZ_AP019679.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	40143	40161	1	MOBP1	38355	39515	-1	From 40161 in downstream direction.
NZ_CP003997.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	17411	17393	-1	MOBP1	18039	19199	1	From 17393 in upstream direction.
NZ_CP010395.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	17048	17030	-1	MOBP1	17676	18836	1	From 17030 in upstream direction.
NZ_CP011983.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	38911	38929	1	MOBP1	37123	38283	-1	From 38929 in downstream direction.
NZ_CP011987.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	69557	69575	1	MOBP1	67769	68929	-1	From 69575 in downstream direction.
NZ_CP011992.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	38911	38929	1	MOBP1	37123	38283	-1	From 38929 in downstream direction.
NZ_CP012563.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	32420	32438	1	MOBP1	30632	31792	-1	From 32438 in downstream direction.
NZ_CP012990.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	2002	2020	1	MOBP1	214	1374	-1	From 2020 in downstream direction.
NZ_CP012995.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	15892	15910	1	MOBP1	14104	15264	-1	From 15910 in downstream direction.
NZ_CP014006.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	25950	25932	-1	MOBP1	26578	27738	1	From 25932 in upstream direction.
NZ_CP014069.2	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	20231	20213	-1	MOBP1	20859	22019	1	From 20213 in upstream direction.
NZ_CP015825.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	37056	37038	-1	MOBP1	37684	38844	1	From 37038 in upstream direction.
NZ_CP018423.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	31067	31085	1	MOBP1	29279	30439	-1	From 31085 in downstream direction.
NZ_CP018429.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	31067	31085	1	MOBP1	29279	30439	-1	From 31085 in downstream direction.
NZ_CP018435.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	31067	31085	1	MOBP1	29279	30439	-1	From 31085 in downstream direction.
NZ_CP018951.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	21577	21559	-1	MOBP1	22205	23365	1	From 21559 in upstream direction.
NZ_CP019073.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	41682	41700	1	MOBP1	39894	41054	-1	From 41700 in downstream direction.
NZ_CP019775.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	5897	5879	-1	MOBP1	6525	7685	1	From 5879 in upstream direction.
NZ_CP020074.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	6364	6382	1	MOBP1	4576	5736	-1	From 6382 in downstream direction.
NZ_CP020090.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	54739	54721	-1	MOBP1	55367	56527	1	From 54721 in upstream direction.
NZ_CP020111.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	21255	21273	1	MOBP1	19467	20627	-1	From 21273 in downstream direction.
NZ_CP020512.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	16157	16139	-1	MOBP1	16785	17945	1	From 16139 in upstream direction.
NZ_CP020839.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	30286	30268	-1	MOBP1	30914	32074	1	From 30268 in upstream direction.
NZ_CP021534.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	22873	22891	1	MOBP1	21085	22245	-1	From 22891 in downstream direction.
NZ_CP021542.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	3895	3877	-1	MOBP1	4523	5683	1	From 3877 in upstream direction.
NZ_CP021682.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	15994	16012	1	MOBP1	14206	15366	-1	From 16012 in downstream direction.
NZ_CP021692.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	8557	8575	1	MOBP1	6769	7929	-1	From 8575 in downstream direction.
NZ_CP021715.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	40005	39987	-1	MOBP1	40633	41793	1	From 39987 in upstream direction.
NZ_CP021738.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	37970	37988	1	MOBP1	36182	37342	-1	From 37988 in downstream direction.
NZ_CP021759.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	16683	16701	1	MOBP1	14895	16055	-1	From 16701 in downstream direction.
NZ_CP021836.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	38858	38876	1	MOBP1	37070	38230	-1	From 38876 in downstream direction.
NZ_CP021901.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	21543	21561	1	MOBP1	19755	20915	-1	From 21561 in downstream direction.
NZ_CP022575.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	25	7	-1	MOBP1	653	1813	1	From 7 in upstream direction.
NZ_CP022694.2	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	5483	5465	-1	MOBP1	6111	7271	1	From 5465 in upstream direction.
NZ_CP023188.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	44563	44545	-1	MOBP1	45191	46144	1	From 44545 in upstream direction.
NZ_CP023260.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	9611	9593	-1	MOBP1	10239	11399	1	From 9593 in upstream direction.
NZ_CP023897.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	2208	2226	1	MOBP1	420	1580	-1	From 2226 in downstream direction.
NZ_CP024806.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	24643	24661	1	MOBP1	22855	24015	-1	From 24661 in downstream direction.
NZ_CP024814.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	27798	27780	-1	MOBP1	28426	29586	1	From 27780 in upstream direction.
NZ_CP024818.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	34439	34421	-1	MOBP1	35067	36227	1	From 34421 in upstream direction.
NZ_CP024820.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	13276	13258	-1	MOBP1	13904	15064	1	From 13258 in upstream direction.
NZ_CP024825.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	28673	28691	1	MOBP1	26885	28045	-1	From 28691 in downstream direction.
NZ_CP024828.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	47597	47579	-1	MOBP1	48225	49385	1	From 47579 in upstream direction.
NZ_CP024833.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	38789	38807	1	MOBP1	37001	38161	-1	From 38807 in downstream direction.
NZ_CP025007.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	46863	46881	1	MOBP1	45075	46235	-1	From 46881 in downstream direction.
NZ_CP025948.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	30928	30910	-1	MOBP1	31556	32716	1	From 30910 in upstream direction.
NZ_CP026015.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	14818	14800	-1	MOBP1	15446	16606	1	From 14800 in upstream direction.
NZ_CP026476.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	3983	3965	-1	MOBP1	4611	5771	1	From 3965 in upstream direction.
NZ_CP026577.2	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	44449	44431	-1	MOBP1	45077	46159	1	From 44431 in upstream direction.
NZ_CP026727.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	45361	45379	1	MOBP1	553	1713	1	From 45361 in upstream direction.
NZ_CP026758.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	7354	7372	1	MOBP1	5566	6726	-1	From 7372 in downstream direction.
NZ_CP027051.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	10153	10135	-1	MOBP1	10781	11941	1	From 10135 in upstream direction.
NZ_CP027057.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	10153	10135	-1	MOBP1	10781	11941	1	From 10135 in upstream direction.
NZ_CP027204.2	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	42879	42861	-1	MOBP1	43507	44088	1	From 42861 in upstream direction.
NZ_CP027700.1	PTU-X3	decay Conjugative	R6K	"pMAS2027;R6K"	28874	28856	-1	MOBP1	29502	30662	1	From 28856 in upstream direction.
NZ_CP028182.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	31715	31697	-1	MOBP1	32343	33503	1	From 31697 in upstream direction.
NZ_CP028536.2	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	5952	5934	-1	MOBP1	6580	7740	1	From 5934 in upstream direction.
NZ_CP028577.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	30928	30910	-1	MOBP1	31556	32716	1	From 30910 in upstream direction.
NZ_CP028718.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	27005	27023	1	MOBP1	25217	26377	-1	From 27023 in downstream direction.
NZ_CP028786.2	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	34582	34564	-1	MOBP1	35210	36370	1	From 34564 in upstream direction.
NZ_CP029100.1	PTU-X3	MOB-Mobilizable	R6K	"pMAS2027;R6K"	26285	26267	-1	MOBP1	26913	28073	1	From 26267 in upstream direction.
NZ_CP029245.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	23155	23137	-1	MOBP1	23783	24943	1	From 23137 in upstream direction.
NZ_CP029386.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	6479	6497	1	MOBP1	4691	5851	-1	From 6497 in downstream direction.
NZ_CP029735.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	62991	63009	1	MOBP1	61203	62363	-1	From 63009 in downstream direction.
NZ_CP031138.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	42746	42728	-1	MOBP1	43374	44534	1	From 42728 in upstream direction.
NZ_CP031373.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	40328	40310	-1	MOBP1	40956	42116	1	From 40310 in upstream direction.
NZ_CP031725.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	32857	32839	-1	MOBP1	33485	34645	1	From 32839 in upstream direction.
NZ_CP032190.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	27321	27303	-1	MOBP1	27949	29109	1	From 27303 in upstream direction.
NZ_CP032305.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	24806	24788	-1	MOBP1	25434	26591	1	From 24788 in upstream direction.
NZ_CP032424.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	31891	31909	1	MOBP1	30103	31263	-1	From 31909 in downstream direction.
NZ_CP032889.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	46086	46104	1	MOBP1	44298	45458	-1	From 46104 in downstream direction.
NZ_CP033057.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	18688	18670	-1	MOBP1	19316	20476	1	From 18670 in upstream direction.
NZ_CP033399.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	30928	30910	-1	MOBP1	31556	32716	1	From 30910 in upstream direction.
NZ_CP034133.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	47903	47921	1	MOBP1	46115	47275	-1	From 47921 in downstream direction.
NZ_CP034284.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	46869	46887	1	MOBP1	45081	46241	-1	From 46887 in downstream direction.
NZ_CP034323.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	48675	48693	1	MOBP1	46887	48047	-1	From 48693 in downstream direction.
NZ_CP034591.1	PTU-X3	Conjugative	R6K	"pMAS2027;R6K"	22423	22405	-1	MOBP1	23051	24211	1	From 22405 in upstream direction.
